"ï..DIRECTORIO","SECUENCIA_P","SECUENCIA_ENCUESTA","P6051","P6020","P6040","P5502","P6080","P8587","I_HOGAR","CANT_PERSONAS_HOGAR","REGION","P8520S1A1"
7122116,3,1,1,2,30,6,6,9,1694981.33333333,3,2,2
7122117,1,1,1,1,62,6,6,5,6200000,2,2,2
7122118,1,1,1,2,48,2,6,3,2285000,4,2,2
7122119,1,1,1,1,66,5,6,4,1e+06,1,2,2
7122120,1,1,1,1,70,6,6,1,1300000,2,2,2
7122120,2,1,1,2,46,6,6,5,1300000,2,2,2
7122120,3,1,1,2,44,2,6,4,1300000,2,2,2
7122121,1,1,1,1,68,4,6,4,928116,1,2,2
7122122,1,1,1,1,24,2,6,4,30000,4,2,2
7122123,1,1,1,1,70,2,6,5,3140000,7,2,2
7122125,1,1,1,2,55,5,6,3,1325148,2,2,2
7122127,1,1,1,2,64,5,6,11,19100000,4,2,3
7122128,1,1,1,1,25,5,6,11,3975000,4,2,3
7122131,1,1,1,2,71,4,6,4,1855365.33333333,4,2,2
7122132,1,1,1,1,63,6,6,5,1340000,3,2,2
7122134,1,1,1,1,48,6,6,10,1953333.33333333,5,2,2
7122135,1,1,1,1,50,6,6,5,2883333.33333333,3,2,3
7122136,1,1,1,1,40,4,6,5,1800000,1,2,2
7122137,1,1,1,2,78,5,6,3,1092500,2,2,2
7122138,1,1,1,1,40,6,6,5,3695000,4,2,2
7122139,1,1,1,1,42,5,6,5,1700000,1,2,2
7122140,1,1,1,2,40,2,6,5,145000,2,2,2
7122141,1,1,1,2,39,2,6,4,480000,3,2,2
7122142,1,1,1,2,32,2,6,4,9e+05,5,2,2
7122143,1,1,1,1,27,2,6,5,1310395.33333333,3,2,2
7122145,1,1,1,2,63,2,6,3,1340511.33333333,7,2,2
7122146,1,1,1,1,46,5,6,10,7e+05,1,2,2
7122147,1,1,1,2,82,5,6,3,1208333.33333333,3,2,3
7122148,1,1,1,1,49,6,6,5,1280000,4,2,2
7122149,1,1,1,2,54,4,6,3,366666.666666667,4,2,2
7122150,1,1,1,2,88,3,6,3,3567791.66666667,4,2,3
7122151,1,1,1,2,28,6,6,11,2624933.33333333,2,2,2
7122152,1,1,1,1,68,6,6,4,2339383.66666667,5,2,2
7122153,1,1,1,1,63,6,6,9,3078116,4,2,2
7122154,1,1,1,1,54,6,6,4,4716333.33333333,3,2,2
7122157,1,1,1,1,21,5,6,11,8e+05,1,2,2
7122159,1,1,1,1,30,2,6,10,25322666.6666667,6,7,6
7122161,1,1,1,1,70,1,6,3,3541666.66666667,3,7,5
7122162,1,1,1,1,68,6,5,3,2308166.66666667,2,7,5
7122163,1,1,1,2,58,3,6,5,2632000,3,7,4
7122164,1,1,1,1,43,2,6,11,3625000,4,7,4
7122165,1,1,1,1,56,6,5,7,6991666.66666667,3,7,5
7122166,1,1,1,1,69,2,6,11,6375000,2,7,4
7122167,1,1,1,1,41,6,6,11,11363675.6666667,5,7,6
7122168,1,1,1,2,69,3,6,13,6658333.33333333,1,7,4
7122171,1,1,1,1,80,6,6,3,4125000,2,7,5
7122172,1,1,1,2,42,5,6,7,1800000,1,7,4
7122173,1,1,1,2,73,4,6,11,4508333.33333333,1,7,5
7122174,1,1,1,1,39,2,6,11,8323333.33333333,3,7,5
7122176,1,1,1,2,59,5,6,13,8507916.66666667,1,7,4
7122180,1,1,1,2,73,5,6,13,8201149.91666667,1,7,6
7122183,1,1,1,1,59,6,6,13,10425000,4,7,5
7122184,1,1,1,2,73,4,6,13,22030833.3333333,5,7,5
7122185,1,1,1,1,75,6,6,11,3e+06,4,7,4
7122187,1,1,1,2,66,6,6,10,0,2,7,5
7122188,1,1,1,1,62,6,6,13,21500000,2,7,6
7122189,1,1,1,1,36,6,6,13,8e+06,2,7,6
7122190,1,1,1,1,45,6,6,13,4.6e+07,2,7,6
7122191,1,1,1,2,50,6,6,11,6300000,4,7,5
7122192,1,1,1,2,57,6,6,13,19956666.6666667,2,7,5
7122193,1,1,1,2,59,3,1,3,25000,1,7,1
7122195,1,1,1,1,57,6,6,4,2937768.83333333,4,7,1
7122197,1,1,1,1,54,6,6,4,1648833.33333333,4,7,2
7122198,1,1,1,2,43,4,5,5,2741666.66666667,2,7,2
7122199,1,1,1,1,49,6,6,3,940000,3,7,2
7122200,1,1,1,1,33,6,6,6,2025000,5,7,2
7122201,1,1,1,2,27,4,6,7,10500000,3,7,3
7122202,1,1,1,1,56,6,5,5,1856945,5,7,4
7122203,1,1,1,1,48,2,6,5,2802485.33333333,5,7,3
7122204,1,1,1,1,59,6,5,3,1428333.33333333,9,7,2
7122205,1,1,1,1,34,2,6,7,2886666.66666667,3,7,3
7122206,1,1,1,1,26,5,6,5,2858333.33333333,1,7,3
7122207,1,1,1,1,46,6,6,7,5417000,4,7,3
7122208,1,1,1,1,71,4,6,4,280000,1,7,0
7122209,1,1,1,1,54,2,6,3,3385365.33333333,4,7,1
7122210,1,1,1,1,48,2,6,4,620000,3,7,1
7122211,1,1,1,1,69,2,6,3,2025241.66666667,2,7,1
7122212,1,1,1,2,60,3,6,1,2083333.33333333,1,7,1
7122213,1,1,1,1,23,5,5,6,2626198.66666667,2,7,1
7122214,1,1,1,2,47,4,6,3,780000,2,7,1
7122215,1,1,1,1,71,6,5,7,2250000,2,7,3
7122216,1,1,1,1,71,6,5,3,5433333.33333333,2,7,3
7122217,1,1,1,1,41,1,5,5,860000,5,7,2
7122219,1,1,1,1,47,6,6,5,2546666.66666667,3,7,1
7122220,1,1,1,1,49,2,5,1,1260000,4,7,1
7122221,1,1,1,2,39,3,5,7,757500,3,7,3
7122222,1,1,1,2,57,3,6,3,1888000,2,7,3
7122223,1,1,1,1,32,2,6,5,1164481.33333333,2,7,1
7122223,2,1,1,2,36,4,6,5,1164481.33333333,2,7,1
7122225,1,1,1,1,39,1,6,5,3064833.33333333,4,7,3
7122226,1,1,1,1,28,2,6,3,1035157.66666667,3,7,1
7122227,1,1,1,2,32,5,6,4,1835000,4,7,1
7122228,1,1,1,2,45,4,6,4,5e+05,2,7,1
7122229,1,1,1,1,47,2,6,5,1514000,5,7,1
7122230,1,1,1,1,54,2,6,4,1634000,4,7,1
7122231,1,1,1,1,72,2,6,3,1566666.66666667,3,7,2
7122232,1,1,1,1,41,2,6,3,2328243.66666667,4,7,1
7122233,1,1,1,1,62,2,6,5,2196032,3,7,1
7122234,1,1,1,1,51,2,5,3,1295000,3,7,2
7122235,1,1,1,1,71,6,6,3,2513333.33333333,2,7,2
7122236,1,1,1,1,45,2,5,3,850000,3,7,2
7122237,1,1,1,1,59,6,5,9,4534333.33333333,3,7,2
7122238,1,1,1,1,73,6,6,4,6142516,4,4,3
7122240,1,1,1,1,61,6,6,5,2766666.66666667,2,4,2
7122241,1,1,1,1,66,6,6,7,3658333.33333333,5,4,2
7122242,1,1,1,2,60,3,6,5,845000,3,4,3
7122244,1,1,1,1,77,6,6,5,2406666.66666667,2,4,2
7122245,1,1,1,2,38,4,6,5,365000,2,4,3
7122246,1,1,1,2,62,4,6,13,7665000,1,4,3
7122247,1,1,1,2,63,6,6,3,6383333.33333333,4,4,3
7122248,1,1,1,2,18,5,6,NA,533333.333333333,1,4,3
7122249,1,1,1,1,70,3,6,3,2774166.66666667,3,4,3
7122250,1,1,1,1,65,6,6,5,2450000,4,4,3
7122251,1,1,1,1,49,3,6,7,2794166.66666667,2,4,2
7122252,1,1,1,1,82,6,6,4,141666.666666667,2,4,3
7122253,1,1,1,1,50,2,6,5,1900000,3,4,2
7122255,1,1,1,1,53,2,6,4,670000,3,4,2
7122257,1,1,1,2,54,4,6,3,6954666.66666667,5,4,3
7122258,1,1,1,1,55,4,6,7,5e+05,1,4,3
7122259,1,1,1,2,76,3,6,3,1574916.66666667,1,4,3
7122261,1,1,1,2,24,5,1,NA,2794666.66666667,4,4,3
7122262,1,1,1,1,21,5,6,7,1460000,1,4,3
7122263,1,1,1,1,38,2,6,3,970500,4,4,3
7122264,1,1,1,2,68,4,6,3,1480000,4,4,1
7122265,1,1,1,1,59,2,5,3,1100000,3,4,1
7122268,1,1,1,2,47,4,6,3,627500,5,4,1
7122269,1,1,1,2,47,6,6,3,1929000,5,4,1
7122270,1,1,1,2,53,5,6,3,1314000,3,4,1
7122271,1,1,1,2,45,5,6,5,550000,3,4,1
7122272,1,1,1,2,61,3,6,3,320000,5,4,1
7122273,1,1,1,2,56,3,6,3,1330000,6,4,1
7122274,1,1,1,2,60,5,6,1,330000,1,4,1
7122275,1,1,1,2,53,4,6,7,1925116,4,4,1
7122276,1,1,1,1,29,2,6,7,3083333.33333333,5,4,1
7122277,1,1,1,2,59,5,6,3,305000,3,4,1
7122278,1,1,1,1,59,6,6,4,4e+05,2,4,1
7122279,1,1,1,1,47,6,6,3,1039500,4,4,1
7122281,1,1,1,2,45,2,6,4,2957416.66666667,5,4,1
7122282,1,1,1,2,38,6,6,3,880000,2,4,1
7122283,1,1,1,1,53,6,6,4,5883333.33333333,7,4,1
7122284,1,1,1,2,36,4,6,7,466666.666666667,3,4,1
7122285,1,1,1,2,35,2,6,3,951666.666666667,2,4,1
7122286,1,1,1,2,56,2,6,3,4e+05,4,4,1
7122287,1,1,1,1,45,4,6,5,854166.666666667,2,4,1
7122289,1,1,1,2,35,4,6,3,350000,2,4,1
7122290,1,1,1,1,69,6,6,1,777500,9,4,1
7122291,1,1,1,1,37,4,6,3,5e+05,3,4,1
7122292,1,1,1,2,51,4,6,4,715000,5,4,1
7122293,1,1,1,1,73,4,1,3,354166.666666667,5,4,1
7122294,1,1,1,1,59,6,6,3,520000,2,4,1
7122296,1,1,1,2,49,4,6,3,850000,3,4,1
7122296,2,1,1,1,28,6,6,5,850000,3,4,1
7122297,1,1,1,1,37,6,6,5,215000,3,4,1
7122298,1,1,1,2,44,1,6,3,417500,3,4,1
7122299,1,1,1,2,52,2,6,3,1241666.66666667,6,4,1
7122300,1,1,1,2,50,2,6,3,260000,7,4,1
7122301,1,1,1,1,37,2,6,5,1468282.66666667,4,4,1
7122302,1,1,1,2,55,3,6,3,1916000,9,4,1
7122303,1,1,1,2,35,2,6,3,935000,6,4,1
7122304,1,1,1,1,73,6,6,3,360000,2,4,1
7122306,1,1,1,2,65,3,6,3,1585000,4,4,1
7122307,1,1,1,2,80,3,6,4,3e+05,4,4,1
7122308,1,1,1,2,46,5,6,3,6561666.66666667,2,4,1
7122309,1,1,1,1,61,1,6,3,560000,2,3,2
7122310,1,1,1,1,66,6,6,5,5437824.33333333,6,3,2
7122312,1,1,1,1,68,2,6,3,3300000,2,3,3
7122313,1,1,1,1,61,2,5,3,2274532,5,3,2
7122314,1,1,1,2,48,5,6,NA,1405365.33333333,2,3,1
7122315,1,1,1,2,48,4,6,3,1664000,3,3,2
7122316,1,1,1,1,73,2,6,3,1210000,2,3,2
7122317,1,1,1,1,55,2,6,4,2940000,5,3,2
7122318,1,1,1,1,45,2,6,5,8e+05,4,3,2
7122319,1,1,1,1,54,3,6,3,2550000,2,3,2
7122320,1,1,1,2,44,4,6,3,340000,3,3,2
7122321,1,1,1,1,45,2,6,3,1459166.66666667,9,3,2
7122321,2,1,1,1,43,5,6,4,1459166.66666667,9,3,2
7122321,3,1,1,1,40,5,6,4,1459166.66666667,9,3,2
7122321,4,1,1,1,16,5,6,4,1459166.66666667,9,3,2
7122322,1,1,1,1,86,5,6,3,360000,1,3,2
7122323,1,1,1,2,69,5,6,3,8e+05,2,3,2
7122324,1,1,1,2,52,5,6,4,5e+05,1,3,2
7122325,1,1,1,1,37,2,6,7,1947166.66666667,4,3,2
7122326,1,1,1,2,32,2,6,5,1337333.33333333,3,3,2
7122327,1,1,1,2,48,4,6,7,25000,1,3,2
7122328,1,1,1,2,34,4,6,5,7e+05,2,3,2
7122329,1,1,1,2,32,2,6,5,845000,4,3,2
7122330,1,1,1,1,60,2,6,3,316666.666666667,2,3,2
7122331,1,1,1,2,56,2,6,3,2513366.66666667,3,3,2
7122332,1,1,1,1,75,6,6,3,1228200,3,3,2
7122333,1,1,1,1,34,4,6,NA,2812500,1,3,2
7122334,1,1,1,1,36,2,6,5,3298033.33333333,3,3,2
7122335,1,1,1,1,34,2,6,5,2867500,5,3,2
7122336,1,1,1,2,24,1,6,NA,1213700,2,3,2
7122337,1,1,1,1,88,6,6,3,361666.666666667,2,3,1
7122338,1,1,1,2,59,6,6,3,680000,2,3,1
7122339,1,1,1,1,59,6,6,3,790000,6,3,1
7122340,1,1,1,2,32,2,6,5,1026666.66666667,4,3,1
7122342,1,1,1,2,35,4,6,4,883333.333333333,3,3,1
7122343,1,1,1,2,24,6,6,5,2480000,4,3,1
7122344,1,1,1,1,60,6,6,4,3369000,3,3,2
7122345,1,1,1,1,49,2,6,3,1257500,3,3,1
7122346,1,1,1,1,68,6,6,4,2133333.33333333,6,3,1
7122347,1,1,1,1,78,2,6,3,18566666.6666667,2,3,1
7122349,1,1,1,1,55,2,6,3,10250000,3,3,2
7122351,1,1,1,1,34,5,6,5,1400000,1,3,1
7122355,1,1,1,1,65,4,6,9,8e+05,1,3,4
7122356,1,1,1,1,82,5,1,1,65833.3333333333,1,3,2
7122357,1,1,1,1,66,2,1,3,995416.666666667,2,3,NA
7122358,1,1,1,1,41,2,1,3,305000,5,3,1
7122359,1,1,1,1,89,6,1,1,206666.666666667,2,3,NA
7122360,1,1,1,1,64,2,1,3,3316866,7,3,0
7122362,1,1,1,2,70,3,1,1,99166.6666666667,1,3,1
7122363,1,1,1,1,40,5,1,1,50000,3,3,1
7122364,1,1,1,1,87,6,1,1,1716666.66666667,1,3,NA
7122365,1,1,1,2,33,5,1,5,1030000,4,3,1
7122366,1,1,1,2,57,5,1,3,4e+05,3,3,1
7122368,1,1,1,1,59,6,1,13,4780250,4,3,1
7122370,1,1,1,2,60,6,1,3,895000,3,3,1
7122371,1,1,1,2,40,6,1,9,138333.333333333,2,3,2
7122372,1,1,1,2,76,3,6,3,425166.666666667,2,3,1
7122374,1,1,1,1,45,1,1,5,2e+05,2,3,1
7122375,1,1,1,2,74,3,6,4,2624157.66666667,3,3,2
7122378,1,1,1,2,59,4,6,3,427500,3,3,2
7122379,1,1,1,1,72,6,6,3,918792.333333333,2,3,2
7122380,1,1,1,1,69,6,6,4,930467.333333333,2,3,2
7122381,1,1,1,2,72,4,6,4,828116,1,3,2
7122382,1,1,1,2,63,3,6,4,3821433.33333333,2,3,2
7122383,1,1,1,2,24,6,6,9,1197032,1,3,2
7122384,1,1,1,1,53,6,6,10,2690000,3,3,5
7122385,1,1,1,1,21,5,6,NA,1300000,2,3,5
7122386,1,1,1,2,78,5,6,5,2783333.33333333,3,3,3
7122387,1,1,1,2,65,6,6,13,4994782.66666667,2,3,3
7122388,1,1,1,1,40,2,6,11,5500000,3,3,4
7122389,1,1,1,2,44,6,6,11,9833333.33333333,2,3,4
7122390,1,1,1,2,63,6,6,4,2591283.33333333,3,3,3
7122391,1,1,1,1,72,6,6,3,1649316,4,3,3
7122392,1,1,1,2,52,5,6,10,3575000,4,3,3
7122393,1,1,1,1,52,6,6,7,11691666.6666667,3,3,3
7122394,1,1,1,2,49,6,6,5,2848316,4,3,3
7122395,1,1,1,2,33,4,6,NA,627343,2,3,3
7122396,1,1,1,2,75,4,6,3,2100341.66666667,3,3,2
7122397,1,1,1,2,56,4,6,1,0,1,3,2
7122398,1,1,1,2,91,3,6,5,8265000,2,3,4
7122400,1,1,1,1,93,1,6,5,1205524.33333333,3,3,5
7122401,1,1,1,2,71,6,6,3,8e+05,4,3,5
7122402,1,1,1,2,69,3,6,3,3066666.66666667,3,3,4
7122404,1,1,1,1,38,5,6,5,1294314.66666667,1,3,3
7122405,1,1,1,1,68,6,6,3,5522698.66666667,6,3,4
7122406,1,1,1,1,27,5,6,11,2483481.33333333,4,3,4
7122407,1,1,1,2,78,3,6,3,2228116,1,3,4
7122409,1,1,1,2,59,4,6,5,83333.3333333333,1,3,5
7122412,1,1,1,1,34,6,6,9,4213698.66666667,2,3,5
7122414,1,1,1,2,78,3,6,4,5633333.33333333,1,3,5
7122415,1,1,1,2,42,3,6,4,2273000,3,6,3
7122416,1,1,1,1,30,6,6,7,1228833.33333333,4,6,2
7122417,1,1,1,2,79,3,6,3,1528000,1,6,2
7122418,1,1,1,2,64,6,6,5,1650000,3,6,2
7122420,1,1,1,1,40,5,6,7,2416666.66666667,2,6,3
7122421,1,1,1,2,63,3,6,4,4587783.33333333,10,6,2
7122422,1,1,1,1,64,2,6,3,1663000,8,6,2
7122423,1,1,1,2,42,6,6,5,4e+05,5,6,3
7122424,1,1,1,1,59,6,6,3,1283000,4,6,3
7122424,2,1,1,1,45,2,6,3,1283000,4,6,3
7122425,1,1,1,2,57,6,6,7,3104166.66666667,4,6,3
7122426,1,1,1,2,30,6,6,5,2661333.33333333,4,6,3
7122427,1,1,1,2,36,5,6,4,0,4,6,2
7122428,1,1,1,2,27,2,6,5,1328000,3,6,2
7122430,1,1,1,1,28,1,6,9,3479333.33333333,4,6,3
7122431,1,1,1,2,37,5,6,6,1675000,4,6,3
7122432,1,1,1,1,34,2,6,5,1312624.33333333,5,6,1
7122433,1,1,1,1,44,4,5,12,4256666.66666667,5,6,1
7122434,1,1,1,2,55,4,5,5,1059616,1,6,1
7122435,1,1,1,1,50,5,6,4,1844666.66666667,1,6,1
7122437,1,1,1,2,55,5,5,3,2904033.33333333,4,6,1
7122438,1,1,1,1,45,2,6,4,1624500,5,6,1
7122439,1,1,1,1,56,2,5,5,2375166.66666667,4,6,1
7122442,1,1,1,1,63,5,5,3,1950000,1,6,1
7122443,1,1,1,1,37,5,4,3,1400000,1,6,1
7122444,1,1,1,2,71,5,6,1,697500,1,6,1
7122445,1,1,1,1,34,2,5,5,2054500,3,6,1
7122446,1,1,1,1,46,2,6,3,691666.666666667,4,6,1
7122447,1,1,1,2,21,1,6,7,550000,3,6,1
7122448,1,1,1,1,25,2,5,3,1353333.33333333,5,6,1
7122449,1,1,1,2,56,4,5,3,1003083.33333333,7,6,1
7122450,1,1,1,2,37,5,6,3,750000,3,6,1
7122451,1,1,1,1,67,5,6,5,3e+06,1,6,3
7122452,1,1,1,1,56,2,6,4,16120166.6666667,2,6,3
7122454,1,1,1,2,51,4,6,4,3148333.33333333,3,6,3
7122455,1,1,1,2,66,6,6,4,350000,2,6,3
7122456,1,1,1,2,61,2,5,4,4345000,6,6,2
7122457,1,1,1,1,40,6,6,5,2033333.33333333,4,6,3
7122458,1,1,1,2,46,5,6,NA,1563182.66666667,2,6,3
7122459,1,1,1,1,61,6,6,11,18478000,2,6,3
7122460,1,1,1,2,55,6,6,5,1500000,3,6,3
7122462,1,1,1,2,31,5,6,11,2500000,1,9,2
7122463,1,1,1,1,56,5,6,9,1300000,2,9,2
7122464,1,1,1,2,54,5,6,4,1591666.66666667,7,9,2
7122466,1,1,1,1,42,4,6,7,0,1,9,2
7122467,1,1,1,1,50,2,5,1,965000,6,9,1
7122468,1,1,1,1,20,5,6,5,4e+05,1,9,NA
7122469,1,1,1,2,49,4,6,5,988666.666666667,4,9,1
7122470,1,1,1,2,43,4,6,3,993333.333333333,2,9,1
7122470,2,1,1,2,25,4,6,7,993333.333333333,2,9,1
7122471,1,1,1,1,65,2,6,3,1e+05,3,9,2
7122472,1,1,1,2,78,3,6,3,3435833.33333333,4,9,2
7122473,1,1,1,2,32,4,6,9,828126,2,9,2
7122474,1,1,1,2,27,4,6,NA,965000,2,9,1
7122475,1,1,1,2,22,1,6,3,4e+05,4,9,2
7122476,1,1,1,2,35,2,6,4,4e+05,8,9,2
7122477,1,1,1,1,68,4,6,3,1508122.5,3,9,2
7122478,1,1,1,1,29,2,6,4,1750000,3,9,1
7122479,1,1,1,2,59,5,6,3,3125000,3,9,1
7122480,1,1,1,2,54,4,6,3,579166.666666667,2,9,2
7122481,1,1,1,1,33,2,6,5,15533333.3333333,4,9,1
7122482,1,1,1,2,27,4,6,4,367500,8,9,1
7122484,1,1,1,2,46,2,6,3,1300000,5,9,1
7122485,1,1,1,1,38,6,6,11,4e+06,5,9,1
7122486,1,1,1,2,32,4,6,11,850000,8,9,1
7122487,1,1,1,2,52,4,6,1,642500,5,9,1
7122488,1,1,1,1,62,6,6,11,4858333.33333333,2,9,0
7122489,1,1,1,2,57,3,6,3,376666.666666667,1,9,0
7122490,1,1,1,1,78,4,6,4,1e+06,1,9,1
7122491,1,1,1,1,33,2,6,5,1005000,4,9,1
7122492,1,1,1,1,58,6,6,7,93333.3333333333,2,9,1
7122493,1,1,1,2,29,5,5,4,150000,2,9,0
7122494,1,1,1,1,62,2,6,3,310000,4,9,1
7122496,1,1,1,2,43,6,6,3,110833.333333333,6,9,1
7122498,1,1,1,1,33,1,6,3,4e+05,3,9,1
7122499,1,1,1,2,41,4,6,4,25350000,2,9,1
7122500,1,1,1,1,40,6,6,5,233000,4,9,1
7122501,1,1,1,1,66,5,6,4,140000,1,9,0
7122502,1,1,1,2,46,4,6,5,425000,1,9,1
7122503,1,1,1,2,36,6,5,5,2129666.66666667,3,9,1
7122504,1,1,1,1,72,2,6,1,470000,1,9,1
7122506,1,1,1,1,42,2,6,3,145000,4,9,1
7122507,1,1,1,1,32,2,6,3,1288000,5,9,1
7122508,1,1,1,2,28,4,6,5,179166.666666667,3,9,1
7122509,1,1,1,1,20,2,6,5,4e+05,2,9,1
7122510,1,1,1,2,66,3,5,3,370833.333333333,1,9,1
7122511,1,1,1,2,21,2,6,5,8e+05,3,9,1
7122512,1,1,1,1,33,2,6,5,1266666.66666667,5,9,1
7122515,1,1,1,1,39,2,1,5,7200000,6,9,1
7122516,1,1,1,1,45,6,5,5,133333.333333333,2,9,2
7122517,1,1,1,2,84,3,6,3,150000,4,9,1
7122519,1,1,1,2,56,2,6,NA,7964583.33333333,3,9,3
7122521,1,1,1,2,82,3,6,1,1508333.33333333,2,9,2
7122522,1,1,1,1,49,2,6,5,2569000,3,9,2
7122523,1,1,1,2,38,2,6,5,850000,4,9,2
7122524,1,1,1,1,74,2,6,3,2445000,4,9,2
7122529,1,1,1,1,47,2,1,5,3930000,4,9,1
7122530,1,1,1,1,74,3,1,3,202500,1,9,1
7122531,1,1,1,1,55,2,1,3,1400000,2,9,1
7122532,1,1,1,1,40,6,6,7,4300000,5,9,2
7122534,1,1,1,1,67,4,1,3,1350000,4,9,3
7122537,1,1,1,2,58,4,1,3,486000,2,9,1
7122538,1,1,1,2,34,2,1,4,1562916.66666667,4,9,1
7122540,1,1,1,2,69,2,1,3,2163333.33333333,4,9,1
7122542,1,1,1,1,34,1,6,11,3800000,2,9,2
7122544,1,1,1,2,40,5,1,11,3600000,3,9,NA
7122545,1,1,1,1,41,6,1,11,8755198.33333333,4,9,2
7122546,1,1,1,1,53,3,1,3,2906666.66666667,4,9,1
7122547,1,1,1,1,69,6,1,3,1010000,7,9,1
7122549,1,1,1,1,22,2,1,5,1310000,3,9,NA
7122551,1,1,1,1,62,6,6,11,2050000,5,9,2
7122555,1,1,1,2,61,4,6,3,2417500,3,9,2
7122557,1,1,1,1,27,1,1,11,3e+05,3,9,9
7122559,1,1,1,1,58,5,6,5,8e+05,1,9,1
7122560,1,1,1,1,55,2,6,4,1216666.66666667,3,9,1
7122562,1,1,1,1,31,2,1,7,4e+05,3,9,1
7122563,1,1,1,1,42,2,5,4,8e+05,2,9,1
7122564,1,1,1,1,46,2,1,3,2130000,4,9,1
7122565,1,1,1,1,57,2,6,5,1450000,3,9,1
7122566,1,1,1,1,51,6,6,11,11554750,3,9,1
7122567,1,1,1,1,61,2,6,11,3600000,6,9,1
7122569,1,1,1,1,24,2,6,4,1807000,7,9,1
7122570,1,1,1,1,40,5,1,4,350000,1,9,1
7122571,1,1,1,1,45,2,6,11,6900000,3,9,1
7122572,1,1,1,1,44,6,6,9,4037833.33333333,2,9,1
7122573,1,1,1,2,45,5,6,13,4433333.33333333,1,9,1
7122575,1,1,1,1,36,2,1,5,2300000,7,9,NA
7122577,1,1,1,2,52,4,1,3,1425000,3,9,1
7122579,1,1,1,1,57,5,6,3,1920000,4,9,1
7122585,1,1,1,1,32,2,1,9,2086666.66666667,9,9,1
7122587,1,1,1,2,79,3,1,3,58333.3333333333,3,9,1
7122588,1,1,1,1,59,5,6,5,1480000,4,9,1
7122590,1,1,1,1,34,2,6,13,0,3,9,1
7122591,1,1,1,1,42,2,6,3,920000,4,9,1
7122593,1,1,1,1,20,5,1,NA,58333.3333333333,5,9,1
7122594,1,1,1,2,44,4,1,4,2660000,4,9,1
7122597,1,1,1,1,51,2,6,5,2933237.66666667,3,9,1
7122598,1,1,1,1,37,2,1,4,2181666.66666667,8,9,1
7122598,2,1,1,1,28,2,1,5,2181666.66666667,8,9,1
7122599,1,1,1,1,34,2,1,NA,1200000,5,9,1
7122600,1,1,1,2,48,2,6,3,1934166.66666667,8,9,1
7122600,2,1,1,1,26,2,6,7,1934166.66666667,8,9,1
7122601,1,1,1,1,37,2,1,11,5783333.33333333,4,9,2
7122603,1,1,1,2,37,2,5,NA,2175000,4,9,1
7122604,1,1,1,1,59,4,1,3,1e+05,2,9,1
7122606,1,1,1,2,52,5,1,5,11400000,1,9,1
7122607,1,1,1,2,61,4,6,3,1e+06,1,9,1
7122608,1,1,1,2,64,3,1,5,1990000,2,9,1
7122609,1,1,1,2,55,2,1,3,4400000,2,9,1
7122610,1,1,1,2,33,5,6,13,5091666.66666667,1,9,1
7122611,1,1,1,2,66,6,1,1,1e+05,1,9,1
7122612,1,1,1,1,28,2,6,NA,2541666.66666667,2,9,1
7122613,1,1,1,1,61,2,6,13,4133333.33333333,3,9,1
7122615,1,1,1,1,71,2,1,3,777500,9,9,1
7122616,1,1,1,2,20,5,1,4,465000,5,9,1
7122618,1,1,1,1,45,2,6,5,3900000,8,9,1
7122619,1,1,1,1,64,2,1,3,1262916.66666667,5,9,1
7122620,1,1,1,1,28,6,6,7,2020000,3,9,1
7122622,1,1,1,2,38,4,1,3,5e+05,2,9,1
7122623,1,1,1,2,52,4,6,5,858500,2,9,1
7122624,1,1,1,1,50,2,1,4,2877333.33333333,3,9,1
7122625,1,1,1,2,47,2,6,13,4400760.41666667,3,9,1
7122626,1,1,1,1,54,2,1,4,290000,5,9,0
7122628,1,1,1,2,54,4,5,11,2733333.33333333,1,9,1
7122629,1,1,1,1,35,2,6,5,4e+06,3,9,1
7122631,1,1,1,2,35,2,3,11,7716666.66666667,2,9,1
7122632,1,1,1,2,58,5,6,5,1860000,1,9,1
7122633,1,1,1,2,28,5,3,11,2550000,2,9,1
7122634,1,1,1,2,58,5,6,13,7318333.33333333,1,9,1
7122635,1,1,1,2,51,4,5,13,2616666.66666667,1,9,1
7122636,1,1,1,2,46,5,1,5,5393333.33333333,5,9,1
7122637,1,1,1,1,42,2,6,11,2692500,1,9,1
7122639,1,1,1,1,51,2,6,3,1940000,5,9,1
7122641,1,1,1,1,64,6,6,11,8713000,3,9,1
7122642,1,1,1,1,69,2,1,11,5186000,10,9,1
7122643,1,1,1,1,38,2,1,4,3e+06,7,9,1
7122650,1,1,1,2,63,3,1,3,220833.333333333,1,9,1
7122651,1,1,1,1,48,1,6,7,5e+05,2,9,1
7122652,1,1,1,2,42,4,6,5,2864000,3,9,0
7122653,1,1,1,2,35,4,1,3,3e+05,1,9,NA
7122654,1,1,1,2,45,4,1,3,2234583.33333333,7,9,1
7122655,1,1,1,2,31,6,1,NA,3795000,3,9,1
7122657,1,1,1,2,75,5,1,3,1318583.33333333,2,9,1
7122659,1,1,1,1,61,2,1,5,3736666.66666667,3,9,1
7122661,1,1,1,2,66,3,1,3,3040000,4,9,1
7122664,1,1,1,2,54,5,6,5,5200000,2,9,1
7122667,1,1,1,2,38,5,1,5,1500000,2,9,1
7122668,1,1,1,1,47,5,6,3,1200000,1,9,1
