"P6020","P6040","P5502","P6080","P1895","P8587","I_HOGAR","CANT_PERSONAS_HOGAR","REGION","P8520S1A1"
1,50,2,6,9,3,1015500,6,4,0
1,19,2,6,7,3,650000,2,4,1
1,43,4,6,8,3,1233333.33333333,5,4,0
1,69,5,6,9,1,480000,1,4,1
2,42,6,1,8,3,870000,2,4,1
1,55,2,1,9,1,7e+05,2,4,NA
2,22,2,6,8,4,1225166.66666667,5,4,NA
1,69,6,6,9,1,1036666.66666667,2,4,1
1,50,2,6,9,3,827000,5,4,1
1,53,6,6,10,3,908333.333333333,2,4,1
1,69,6,6,8,1,650000,3,3,1
1,40,2,6,7,3,460000,3,3,2
2,67,6,6,8,3,880000,3,3,2
2,47,5,6,7,5,587500,2,3,2
1,31,6,1,7,4,350000,5,3,1
1,50,6,1,8,1,430000,5,3,1
1,26,2,1,8,4,1098500,3,3,1
2,38,3,6,7,7,520000,3,3,2
2,34,2,6,5,4,5e+05,3,3,2
2,67,4,6,9,3,552500,3,3,1
1,41,6,6,9,3,4e+05,3,3,2
1,68,4,6,10,3,2305000,3,3,1
1,74,6,6,8,3,926666.666666667,2,3,1
1,30,2,6,9,3,1210000,4,3,1
2,69,4,6,8,3,850000,1,3,2
1,41,6,6,8,5,504166.666666667,4,3,1
1,58,6,6,4,3,251000,3,3,1
1,78,6,6,8,3,355833.333333333,6,3,2
1,33,2,6,6,4,150000,3,3,1
1,53,4,6,10,5,850000,1,3,1
1,68,6,6,3,3,1375000,5,3,1
1,65,6,6,10,3,1e+06,2,3,1
1,73,5,6,9,3,345000,1,3,1
1,33,2,6,10,4,9e+05,3,3,1
1,23,2,6,8,3,432500,5,3,1
1,56,6,6,10,4,380833.333333333,4,3,0
1,37,6,6,10,3,395000,4,3,1
1,89,3,6,9,3,330000,2,3,1
2,60,4,6,9,3,103333.333333333,1,3,1
1,71,6,6,9,3,1290000,3,3,1
1,28,2,6,7,3,3e+05,2,3,1
1,67,6,6,5,4,7e+05,3,3,2
2,41,2,6,10,3,364166.666666667,5,3,1
1,20,2,6,8,3,401666.666666667,3,3,1
1,50,6,6,8,3,837500,6,3,2
1,60,6,6,7,1,220000,2,3,1
2,60,5,6,8,1,445000,2,3,1
2,40,5,6,5,3,601666.666666667,6,3,2
1,38,6,6,6,11,1620000,4,3,1
1,42,2,6,6,11,220000,4,3,1
2,47,4,6,9,3,2906814.66666667,3,3,1
2,66,5,6,10,13,2900000,1,3,2
2,36,4,6,10,13,6500000,2,3,2
1,27,5,6,7,11,4e+06,1,3,3
2,40,4,6,10,NA,3200000,2,3,3
2,37,5,6,8,12,4500000,2,3,3
1,35,6,6,10,9,3900000,4,3,3
1,67,6,6,10,4,6866666.66666667,2,3,1
1,31,2,6,10,3,1280000,2,3,1
1,19,1,6,10,4,1228000,3,3,1
1,65,2,6,9,3,1255833.33333333,3,3,1
1,48,5,6,10,10,1350000,1,3,1
1,25,2,6,10,5,1091666.66666667,4,3,1
1,44,6,6,10,1,1263000,3,3,1
1,20,1,5,10,3,1040000,3,3,1
2,30,2,6,5,4,748333.333333333,5,3,1
2,33,4,6,8,5,950000,4,3,1
1,32,2,6,10,11,3e+06,3,3,3
1,44,2,6,10,4,4273333.33333333,7,3,1
1,43,2,6,9,3,1758333.33333333,2,3,1
2,34,6,6,10,3,1775000,5,3,1
1,27,2,6,5,5,1465000,4,3,1
2,44,3,6,7,3,574166.666666667,2,3,1
1,31,5,6,10,5,7e+05,1,3,NA
1,49,4,6,9,3,1001666.66666667,1,3,1
1,38,6,6,10,3,1416666.66666667,5,3,1
1,34,6,6,7,5,993333.333333333,4,3,1
1,48,2,6,10,3,3457500,6,3,1
1,34,2,6,10,3,1300000,4,3,1
1,27,2,6,10,5,2509699.33333333,4,3,1
2,45,4,5,10,5,1659000,4,3,2
1,50,4,6,0,3,2e+06,2,3,2
1,30,6,6,8,3,345833.333333333,4,3,1
1,41,6,6,4,4,950000,6,3,1
1,41,2,6,7,3,9e+05,4,3,1
1,52,6,6,10,3,237000,2,3,1
2,52,6,6,7,3,631666.666666667,3,3,1
1,80,3,6,5,3,5e+05,2,3,1
2,50,6,6,7,3,1520000,5,3,1
2,80,3,6,10,3,217500,2,3,2
1,47,2,6,8,3,737500,3,3,1
1,50,6,1,5,11,3050000,3,3,2
2,54,6,6,5,3,1090000,4,3,1
2,55,4,6,10,3,2620833.33333333,8,3,1
1,60,2,1,10,3,328333.333333333,2,3,2
1,47,6,6,7,11,2033333.33333333,3,3,2
2,31,2,6,9,4,449166.666666667,3,3,1
1,76,3,6,7,3,860000,1,3,1
2,16,5,6,10,NA,248333.333333333,1,3,1
2,56,3,6,7,3,825000,2,3,1
1,65,6,6,7,1,9e+05,2,3,2
1,46,6,6,6,3,2429500,4,3,1
1,40,2,6,8,5,1095000,5,3,1
1,58,2,6,8,3,1718333.33333333,5,3,1
1,62,6,6,4,1,750000,3,3,1
2,58,3,6,8,1,2430000,4,3,1
1,85,3,6,4,1,266666.666666667,1,3,1
1,34,5,6,5,3,2816666.66666667,2,3,1
1,56,2,6,8,3,1885000,6,3,1
1,24,2,6,7,3,1148666.66666667,4,3,1
1,18,5,6,8,4,840000,1,3,1
1,25,2,1,10,4,266666.666666667,2,3,1
1,58,2,5,6,1,205000,3,3,1
1,38,6,6,8,5,970000,4,3,1
1,57,6,6,10,4,2080000,3,3,1
1,41,2,6,5,3,876666.666666667,5,3,1
1,62,6,6,8,3,1500000,3,3,1
1,36,2,6,6,3,609000,5,3,1
1,70,3,6,8,1,125000,1,3,1
1,24,2,6,8,5,750000,4,3,1
1,41,6,6,5,3,643166.666666667,3,3,1
1,76,6,6,5,3,920000,3,3,1
1,45,2,6,8,3,868333.333333333,6,3,1
1,42,2,6,7,4,1470000,5,3,1
1,32,2,6,6,1,575000,4,3,1
2,42,4,6,8,NA,1144125.66666667,2,3,1
1,43,2,6,9,3,1600000,2,3,1
1,41,6,6,10,4,1317666.66666667,5,3,1
1,35,2,6,7,3,1005000,6,3,1
1,21,1,6,8,5,8e+05,2,3,1
1,38,2,6,7,3,460000,3,3,1
1,50,4,6,8,3,920000,1,3,1
1,70,2,6,8,1,450000,2,3,1
2,33,2,6,6,3,595000,4,3,1
2,21,2,6,8,1,133333.333333333,2,3,1
1,42,2,6,6,3,365000,4,3,1
1,52,4,6,8,1,1450000,2,3,1
1,30,2,6,8,3,958333.333333333,4,3,1
1,39,2,6,7,3,733333.333333333,3,3,1
1,53,2,6,7,3,1630000,3,3,1
1,62,2,6,8,3,640000,4,3,1
1,76,3,6,6,3,130000,1,3,1
1,46,6,6,8,3,1042500,3,3,1
1,73,4,6,10,3,791666.666666667,1,3,1
2,36,1,6,9,3,808666.666666667,2,3,1
1,20,2,6,8,4,750000,4,3,1
1,43,2,6,5,1,584166.666666667,5,3,1
1,60,6,6,10,4,350000,2,3,1
1,34,2,6,6,3,1657500,4,3,1
1,42,2,6,8,3,1015000,4,3,1
1,53,4,6,7,3,235000,1,3,1
1,60,6,6,10,3,820000,2,3,1
1,43,2,6,8,3,1035000,5,3,1
1,38,6,6,9,3,1104166.66666667,5,3,1
2,29,4,6,8,5,650000,1,3,1
1,81,6,6,10,3,1800000,2,3,2
2,24,4,6,7,11,225000,4,3,1
1,69,6,6,6,3,941666.666666667,3,3,2
1,55,2,6,8,4,1050000,2,3,2
2,29,4,6,8,13,2985000,2,3,1
1,58,6,6,10,3,1150000,2,3,2
1,51,6,6,8,4,1765616,5,3,2
1,26,6,6,5,NA,715000,5,3,1
1,43,6,6,8,10,3464166.66666667,4,2,4
1,62,6,6,10,13,4956666.66666667,3,2,4
1,67,6,6,5,3,1236000,2,2,3
1,34,6,6,8,11,1650000,4,2,3
1,40,2,6,7,5,2950333.33333333,4,2,3
1,28,2,6,8,11,3125900,3,2,2
1,47,6,6,9,3,1989333.33333333,4,2,2
1,29,2,6,8,NA,5500000,3,2,3
2,55,4,6,8,5,2238800,3,2,3
1,38,5,6,9,11,5033333.33333333,1,2,3
1,38,2,6,9,5,1100000,3,2,2
1,53,6,6,6,3,2663283.33333333,4,2,2
1,36,2,6,9,5,1212125.66666667,3,2,2
1,29,2,6,8,5,1872616,3,2,2
2,55,3,6,8,5,1863500,1,2,2
1,52,6,6,9,3,2511333.33333333,4,2,2
1,32,6,6,8,3,961750,6,2,2
1,43,6,6,5,3,1850000,3,2,2
1,50,6,6,6,3,850000,2,2,2
1,55,6,6,7,3,4e+05,3,2,2
1,37,1,6,7,4,885500,3,2,2
2,64,6,6,4,3,5e+05,1,2,2
1,63,6,6,8,3,1440000,3,2,2
1,41,6,6,8,3,740500,3,2,2
1,66,6,6,6,3,750000,2,2,2
1,78,3,6,7,1,250000,1,2,2
1,46,6,6,7,5,1783616,3,2,2
1,43,2,6,8,7,834500,5,2,2
2,29,4,6,8,3,433500,3,2,1
2,62,3,6,6,1,91666.6666666667,1,2,1
2,51,5,6,8,3,1e+06,1,2,1
2,27,5,6,9,4,1e+06,1,2,1
1,39,2,6,7,5,775000,3,2,1
2,26,5,6,8,4,450000,3,2,1
2,77,3,6,7,3,435000,2,2,1
1,47,6,6,9,3,1512000,4,2,1
1,73,2,6,7,3,733333.333333333,2,2,1
2,98,6,6,7,3,405000,4,2,1
1,72,4,6,9,3,286666.666666667,1,2,1
2,44,5,6,9,3,375000,2,2,1
2,61,5,6,5,3,360000,1,2,1
1,77,6,6,7,3,650000,2,2,1
1,49,6,6,7,3,2310000,8,2,2
1,43,3,6,7,5,1850000,1,2,1
1,48,6,6,6,3,522000,5,2,1
2,51,4,6,8,3,1850296,3,2,1
1,59,6,6,8,3,3e+05,2,2,1
2,51,2,6,7,3,0,1,2,1
2,26,5,6,6,9,8e+05,2,2,1
1,29,2,6,9,5,1058616,4,2,1
2,38,5,6,8,4,744000,3,2,1
1,45,2,6,8,4,1525000,8,2,1
2,64,3,6,9,3,258333.333333333,1,2,1
1,42,6,6,9,5,45000,4,2,1
1,29,4,6,9,4,853116,1,2,1
1,44,6,6,8,11,2e+06,4,2,1
2,56,6,6,9,10,1378616,2,2,1
1,50,6,6,9,7,6900000,3,2,1
1,66,2,6,8,3,1078116,2,2,1
1,59,6,6,9,3,150000,6,2,1
1,54,6,6,8,3,4e+05,4,2,1
1,67,6,6,5,1,4e+05,2,2,1
1,79,6,6,9,3,1028116,3,2,1
2,68,3,6,6,1,350000,1,2,1
2,37,2,6,9,11,250000,4,2,1
1,68,3,6,5,3,425000,1,2,1
1,58,6,6,7,4,916666.666666667,3,2,1
1,53,6,6,7,3,550000,2,2,1
1,47,6,6,7,5,9e+05,3,2,1
1,75,6,6,8,3,1078116,2,2,1
1,49,6,6,9,3,2e+05,6,2,1
1,54,6,6,6,3,3e+05,2,2,1
1,60,6,6,7,3,3e+05,4,2,1
1,53,5,6,8,3,283333.333333333,2,2,1
1,51,4,6,9,3,2e+05,1,2,1
1,62,6,6,8,3,1e+05,2,2,1
1,42,6,6,8,3,2237296,5,2,2
1,47,5,6,9,3,1095000,3,2,1
1,79,6,6,8,3,1053116,2,2,2
1,75,3,6,7,3,650000,1,2,2
1,38,6,6,7,4,592000,4,2,1
1,35,5,6,9,3,1045000,2,2,2
1,74,6,6,5,3,175000,4,2,2
1,56,6,6,8,3,752500,3,2,2
2,74,3,6,6,1,62500,1,2,1
1,70,3,6,5,3,450000,3,2,2
2,55,3,6,7,3,450000,4,2,1
1,23,6,6,9,4,9e+05,4,2,2
1,58,6,6,7,3,1626116,4,2,1
1,58,6,6,6,3,8e+05,2,2,1
1,28,2,6,7,5,6e+05,2,2,1
1,52,6,6,8,5,1800000,2,2,2
1,33,2,6,7,3,1390000,4,2,2
1,77,2,6,10,7,1300000,2,2,2
1,73,4,6,8,11,4547125.66666667,2,2,2
1,61,6,6,10,5,2633333.33333333,2,2,2
1,35,2,6,10,5,2217125.66666667,4,2,2
1,31,5,6,10,7,897125.666666667,1,2,2
2,64,4,6,8,3,741666.666666667,1,2,2
1,40,5,6,8,1,8e+05,1,2,2
2,38,4,6,8,5,645000,2,2,2
1,72,3,6,10,5,6e+05,1,2,2
2,46,5,6,8,7,1155459,3,2,2
2,68,5,6,9,11,1178116,2,2,2
1,24,1,6,7,5,2600000,5,2,2
1,80,6,6,6,3,816666.666666667,1,2,2
1,29,1,6,10,5,1150000,3,2,2
2,19,5,6,8,5,9e+05,4,2,2
2,84,3,6,9,1,1080000,1,2,2
2,46,6,6,9,5,1080000,1,2,2
2,50,3,6,9,3,1080000,1,2,2
2,67,3,6,9,1,8e+05,2,2,2
1,75,6,6,5,1,606250,7,2,2
1,32,2,6,9,4,1580000,5,2,2
1,69,6,6,10,3,5e+05,2,2,2
1,44,2,6,10,3,2e+05,4,2,2
1,77,6,6,6,3,286666.666666667,2,2,2
2,52,6,6,8,3,2040333.33333333,7,2,1
1,35,2,6,8,3,1005200,5,2,2
2,56,3,6,4,3,225000,2,2,2
1,80,6,6,9,3,356666.666666667,2,2,2
2,37,2,6,5,4,577800,5,2,3
1,69,6,6,9,3,1141666.66666667,2,2,2
2,25,5,6,10,5,930000,3,2,2
1,35,6,6,7,11,2834902,3,2,2
1,40,2,6,8,5,1493165.33333333,5,2,2
1,71,6,6,9,1,260000,2,2,1
2,45,5,6,6,3,333333.333333333,2,2,1
1,72,6,6,8,3,511666.666666667,2,2,2
1,21,5,6,6,5,5e+05,1,2,1
1,49,5,6,9,3,8e+05,1,2,2
1,44,4,6,8,3,837600,2,2,2
1,24,2,6,6,5,5e+05,2,2,1
1,35,5,6,9,5,180000,1,2,1
1,47,5,6,8,3,650000,1,2,2
1,67,4,6,8,3,8e+05,1,2,2
2,34,5,6,5,4,1485200,4,2,2
2,67,3,6,8,3,1297752.66666667,1,2,2
2,55,4,6,7,3,912600,2,2,3
1,88,6,6,5,3,1718701.33333333,6,2,2
1,66,3,6,9,3,258333.333333333,1,2,2
1,42,2,6,8,5,2912125.66666667,3,2,2
2,40,5,6,8,3,977600,2,2,2
2,71,5,6,3,1,141666.666666667,1,2,2
1,80,6,6,10,3,1270000,2,2,2
1,32,2,6,7,3,480000,3,2,2
2,70,5,6,8,11,741666.666666667,2,2,2
2,62,4,6,8,3,758333.333333333,1,2,2
2,81,3,6,3,1,150000,1,2,2
1,53,2,6,9,11,3088166.66666667,3,2,2
1,54,6,6,6,3,782600,3,2,2
1,36,2,6,8,3,1107800,5,2,2
2,57,4,6,7,5,458533.333333333,3,2,2
1,46,4,6,9,4,450000,1,2,2
1,38,2,6,5,5,1261666.66666667,3,2,2
2,83,4,6,8,3,216666.666666667,2,2,2
1,56,2,6,9,4,3480000,3,2,2
2,83,3,6,8,3,741666.666666667,2,2,2
1,41,6,6,10,3,1010348,4,2,2
1,76,6,6,7,3,116666.666666667,2,2,1
1,20,6,6,9,9,1020032,2,2,2
2,53,3,6,6,5,2628132,2,2,3
2,47,3,6,7,5,957600,3,2,2
2,52,3,6,7,3,225000,1,2,2
2,80,5,6,8,1,291666.666666667,1,2,2
1,72,6,6,5,3,5e+05,2,2,2
1,54,6,6,9,11,3e+06,4,2,2
1,81,6,6,6,1,369011,2,2,2
1,43,2,6,8,6,1147032,2,2,2
1,28,2,6,6,5,959266.666666667,4,2,2
2,81,3,6,8,3,333333.333333333,2,2,2
1,65,4,6,7,5,872000,1,2,1
1,65,3,6,6,3,190416.666666667,1,2,1
1,62,6,6,9,1,957000,5,2,2
1,52,6,6,5,5,1010364,4,2,2
1,42,5,6,10,11,1431630.5,1,2,2
1,72,2,6,3,3,510000,4,2,2
1,67,2,6,1,3,865000,4,2,1
2,25,2,6,9,3,890000,3,2,2
1,55,2,6,2,10,2846666.66666667,3,2,2
1,72,4,1,9,3,1596666.66666667,2,2,2
1,59,2,6,4,3,2758000,6,2,1
1,25,1,6,7,3,2758000,6,2,1
1,51,2,6,9,3,983333.333333333,2,2,1
2,65,4,6,8,1,5e+05,2,2,1
1,65,4,6,9,1,1741666.66666667,2,2,1
2,19,4,6,10,4,1155000,3,2,0
1,41,2,6,6,3,2140000,5,2,1
1,47,2,6,8,3,1005000,4,2,1
1,49,2,6,10,3,1937000,5,2,2
1,43,6,6,8,5,1925000,4,2,1
1,42,6,6,10,3,1e+06,2,2,1
2,28,2,6,5,4,1620000,3,2,1
2,46,4,6,7,3,2120000,3,2,2
1,23,1,6,10,5,1164583.33333333,1,2,1
2,44,4,6,6,3,696666.666666667,2,2,1
1,56,6,6,9,4,3187333.33333333,3,2,1
1,22,2,6,8,5,2400000,2,2,1
1,40,2,1,8,3,2810000,6,2,1
1,53,4,6,7,5,8e+05,1,2,0
2,24,2,6,6,5,2150000,2,2,0
1,51,2,6,8,3,1100000,1,2,1
1,38,2,1,8,10,1500000,3,2,NA
1,44,4,1,10,3,1645833.33333333,1,2,NA
1,68,6,1,8,1,598333.333333333,6,2,NA
2,48,2,6,7,5,638533.333333333,2,2,2
1,44,4,6,10,9,6018666.66666667,1,2,1
2,27,4,6,6,7,6018666.66666667,1,2,1
2,36,4,6,7,5,1505666.66666667,3,2,1
1,67,4,1,9,1,1216000,1,2,6
1,72,4,6,9,1,1050000,1,2,NA
1,55,4,6,10,3,450000,1,2,6
1,48,4,6,10,3,550000,1,2,NA
1,25,2,6,7,7,1944000,3,2,1
1,70,6,6,8,3,1320000,6,2,2
1,41,1,6,10,5,1671666.66666667,3,2,2
1,44,2,6,8,5,1861500,4,2,2
1,35,6,6,10,9,10377333.3333333,2,2,4
1,37,6,6,10,13,31140000,1,2,4
1,45,2,6,8,5,2728333.33333333,4,2,4
1,31,5,6,10,5,1869333.33333333,1,2,2
2,55,2,6,8,3,2986333.33333333,5,2,2
2,32,2,6,9,3,1240000,3,2,2
2,21,2,6,8,5,1470000,3,2,2
2,52,4,6,8,1,150000,3,2,2
1,30,4,6,8,5,1118000,1,2,2
1,61,6,6,10,4,1400000,5,2,2
1,53,2,6,8,4,2e+06,3,2,3
2,56,2,6,9,9,3425500,6,2,3
2,41,1,6,7,4,918583.333333333,4,2,2
2,50,4,6,9,4,28110000,5,2,2
2,55,5,6,8,1,1365416.66666667,2,2,1
1,47,2,6,8,3,1381333.33333333,4,2,3
1,41,2,6,10,3,2116833.33333333,4,2,2
1,35,2,6,8,4,3162666.66666667,3,2,2
2,26,2,6,9,5,1915333.33333333,3,2,2
2,30,6,6,10,13,3133333.33333333,4,2,2
2,46,6,6,10,3,1641166.66666667,2,2,2
2,50,6,6,8,4,2475000,3,2,2
1,59,4,6,7,3,183333.333333333,1,2,2
1,27,6,6,9,3,1350000,3,2,3
2,44,2,6,8,5,1929166.66666667,4,2,2
1,71,3,6,10,3,4e+05,3,2,3
1,36,6,6,8,1,1190000,5,2,1
2,30,6,6,9,5,1543000,4,2,2
1,23,2,5,10,4,1368000,2,2,2
2,22,2,6,9,5,1913166.66666667,4,2,1
1,20,1,6,10,5,1231333.33333333,2,2,1
1,24,4,6,10,5,1312833.33333333,1,2,1
1,83,4,6,10,3,1081357.66666667,1,2,3
2,40,5,6,8,5,1467000,3,2,3
1,62,6,6,6,3,1467000,3,2,3
1,62,6,6,9,5,5205000,1,2,4
1,35,5,6,8,4,3500000,9,2,3
1,49,6,6,8,5,2700000,3,2,4
1,40,6,6,8,9,3213666.66666667,4,2,3
1,37,2,6,10,3,2170000,5,2,1
1,56,6,6,10,NA,11866666.6666667,2,2,4
2,71,3,6,10,4,2908333.33333333,1,2,4
2,48,5,6,10,5,1800000,2,2,2
1,37,2,6,6,5,3582032,3,2,3
2,63,6,6,10,3,2574666.66666667,3,2,3
1,25,2,6,10,3,846666.666666667,5,2,1
1,49,2,6,7,4,846666.666666667,5,2,1
1,60,6,6,6,3,7e+05,4,2,1
1,64,5,6,9,4,1250000,1,2,3
1,28,2,6,9,4,4185166.66666667,4,2,4
1,46,6,6,9,NA,20433333.3333333,5,2,5
1,86,3,6,7,4,4333333.33333333,2,2,4
1,26,1,6,10,5,996814.666666667,3,2,1
2,47,4,6,10,3,1212500,2,2,1
1,28,2,6,10,3,9e+05,2,2,1
1,38,2,6,8,4,4245365.33333333,5,2,2
1,46,2,6,10,5,1882648,3,2,3
1,25,5,6,9,NA,5029157.66666667,4,2,3
2,64,4,6,10,4,2752578.66666667,4,2,2
2,69,3,6,7,3,410000,1,2,1
1,45,2,6,8,3,2250000,2,2,3
1,17,5,6,9,NA,695833.333333333,2,2,3
1,41,6,6,10,7,2637000,4,2,3
1,31,6,6,10,5,4330032,5,2,3
1,51,6,6,10,5,4863698.66666667,4,2,3
1,25,5,6,8,4,750000,1,2,1
1,51,4,6,10,3,33333.3333333333,1,2,1
1,73,6,6,8,3,825000,2,2,1
1,34,6,6,10,5,1131449.33333333,3,2,1
1,65,6,6,8,3,3253189.66666667,5,2,1
1,30,4,6,10,5,1350000,1,2,1
2,18,5,6,9,5,1066333.33333333,2,2,2
2,42,4,6,10,11,2227032,4,2,3
2,52,4,6,10,3,2100000,1,2,2
2,58,5,6,8,11,2600000,2,2,2
1,60,6,6,9,4,1568116,2,2,2
1,83,2,6,10,1,1806751.33333333,2,2,2
2,38,4,6,10,5,1800000,3,2,3
1,38,2,6,10,1,1228000,8,2,9
2,47,6,6,9,3,1090000,3,2,1
2,39,2,6,8,5,6e+05,2,2,NA
2,56,6,6,10,3,2230000,6,2,8
1,48,6,6,10,3,1852000,4,2,9
1,59,6,6,9,3,2925000,3,2,2
1,67,2,6,10,4,1925000,1,2,9
1,35,2,5,10,4,1312000,4,2,9
1,22,6,6,9,3,1225116,2,2,1
1,47,5,6,8,4,2066666.66666667,1,2,3
1,44,6,6,8,11,2100000,4,2,2
2,51,6,6,8,5,1e+06,3,2,1
1,42,6,6,10,3,2100000,3,2,1
2,25,2,6,8,5,1300000,3,2,1
1,23,2,6,9,5,950000,2,2,1
1,35,2,6,8,5,1975250,2,2,1
1,42,2,6,10,4,612500,2,2,1
2,25,2,6,8,7,2e+05,3,2,1
1,24,2,6,10,7,970000,3,2,1
2,30,2,6,8,5,1103116,4,2,1
2,41,5,6,10,7,5080000,3,2,1
2,59,3,6,9,3,1746000,3,2,1
2,76,5,6,8,1,1150000,2,2,1
1,44,6,6,9,5,3250000,4,2,1
2,52,5,6,8,3,550000,2,2,1
1,27,5,6,9,5,3096000,1,2,1
2,23,2,6,8,7,862624.333333333,2,2,1
1,64,4,6,10,1,343333.333333333,2,2,1
1,82,6,6,9,3,329166.666666667,2,2,1
1,57,6,6,9,5,329166.666666667,2,2,1
2,84,3,6,8,3,375000,1,2,1
2,45,6,6,8,3,1200000,2,2,1
1,23,5,6,9,5,1908116,2,2,1
1,41,2,6,8,5,2550000,4,2,1
2,28,2,6,8,5,1328116,2,2,1
2,42,2,6,8,4,550000,6,2,1
1,37,2,6,9,5,1350000,4,2,1
1,30,2,6,9,5,2400000,4,2,1
2,60,5,6,8,5,1e+06,1,2,1
1,46,6,6,9,5,2e+05,4,2,1
1,39,6,6,8,5,2970000,4,2,1
1,30,2,6,8,5,897125.666666667,4,2,1
1,26,2,6,8,NA,2228116,4,2,1
1,40,2,6,10,4,8e+05,2,2,1
1,63,6,6,10,11,13417083.3333333,2,2,2
2,81,3,6,10,3,133333.333333333,1,2,1
2,32,2,6,10,11,855000,3,2,1
2,55,4,6,4,5,455000,2,2,1
2,62,3,6,7,1,1215000,5,2,2
1,31,2,6,4,9,1072500,4,2,2
1,36,2,6,4,3,1664000,7,2,1
2,21,1,6,9,4,2395000,4,2,2
2,47,5,6,7,5,1200000,1,2,2
2,22,5,6,10,5,720000,1,2,2
2,59,3,6,5,4,1085000,6,2,2
2,40,4,6,8,6,863333.333333333,2,2,2
2,40,2,6,9,NA,449583.333333333,4,2,1
2,53,5,6,9,3,1659833.33333333,5,2,1
1,29,6,6,8,5,368333.333333333,3,2,1
1,38,6,6,8,11,2610000,4,2,2
1,45,2,6,10,NA,3070000,4,2,5
2,55,4,6,6,5,1600000,5,2,2
1,43,5,6,10,NA,4500000,1,2,2
2,24,5,6,7,4,216666.666666667,2,2,2
2,45,4,6,9,7,980000,1,2,2
1,56,1,6,10,11,980000,1,2,2
2,57,5,6,10,3,1589011.33333333,5,2,2
1,57,6,6,8,3,2565678,5,2,2
1,23,5,6,10,5,928000,1,2,2
1,46,2,6,7,3,2085666.66666667,6,2,1
1,61,4,6,6,3,183333.333333333,1,2,2
1,62,6,6,8,3,480000,1,2,NA
2,73,3,6,5,3,336000,1,2,1
1,75,3,6,8,3,1382166.66666667,5,2,2
1,45,2,6,10,1,1551666.66666667,6,2,1
2,88,4,6,4,1,484166.666666667,2,2,1
1,67,2,6,8,3,436166.666666667,3,2,2
1,42,2,6,8,3,1300000,3,2,2
1,65,6,6,8,7,1950000,3,2,2
1,63,2,6,7,3,575000,5,2,2
1,79,6,6,0,3,270000,2,2,2
1,37,2,6,10,4,1290000,4,2,2
2,40,4,6,10,5,1350000,3,2,2
1,42,6,6,10,3,880000,5,2,2
1,41,2,6,8,5,640000,4,2,2
2,48,6,6,9,3,2419000,6,2,2
1,22,1,6,10,5,2600000,3,2,2
2,38,6,6,9,3,422000,2,2,2
1,68,3,6,9,3,5e+05,1,2,2
1,33,2,6,8,3,889333.333333333,5,2,2
1,35,2,6,10,3,828116,3,7,2
1,38,4,6,8,3,1330000,1,7,1
1,51,2,6,10,3,1432824.33333333,4,7,1
2,55,4,6,9,3,3910482.66666667,7,7,2
2,26,4,6,10,9,2054423.33333333,3,7,2
1,51,2,5,9,5,1599157.66666667,5,7,1
1,43,6,6,10,5,2340000,4,7,2
2,41,4,5,7,4,2610000,4,7,0
2,79,3,5,9,3,360000,2,7,1
2,89,3,5,8,1,425000,4,7,1
1,67,4,5,6,3,6e+05,1,7,0
2,46,5,5,9,4,516666.666666667,1,7,0
1,49,2,6,9,3,1595000,5,7,0
1,24,2,5,9,3,9e+05,3,7,0
2,22,5,5,10,7,1216666.66666667,2,7,0
2,77,6,5,10,1,670000,2,7,0
2,74,3,5,8,1,582500,2,7,0
2,25,4,6,7,3,456666.666666667,2,7,0
2,26,4,5,10,5,529166.666666667,3,7,0
2,23,4,5,10,4,1063333.33333333,2,7,0
2,69,3,6,10,3,1443333.33333333,6,7,2
1,54,2,5,10,7,891666.666666667,3,7,1
1,27,6,6,9,NA,6967250,5,7,3
2,65,4,6,9,3,2385172.58333333,4,7,1
1,32,6,6,8,NA,7285000,4,7,2
1,29,6,6,10,7,4034166.66666667,4,7,2
2,63,4,6,8,4,2557116.16666667,4,7,2
2,50,3,6,10,1,1661333.33333333,7,7,1
1,20,6,6,5,3,1661333.33333333,7,7,1
1,43,4,6,7,5,1677032,2,7,2
1,36,2,6,5,5,1230032,4,7,2
1,78,6,6,10,3,1193219.5,2,7,2
1,32,2,6,9,7,1756204.58333333,4,7,2
1,52,4,5,9,5,5e+05,1,7,2
1,54,2,1,9,3,1080609.41666667,3,7,2
1,41,6,6,9,7,3170000,2,7,2
1,48,2,5,10,5,1150609.41666667,5,7,2
1,73,6,6,10,3,3130719.5,3,7,2
1,58,6,5,10,3,3030500,3,7,2
1,35,2,6,7,5,1601907.66666667,2,7,1
1,48,2,5,10,5,1845000,3,7,2
2,37,2,6,10,5,1022532.66666667,3,7,1
2,66,3,5,10,3,2775000,3,7,1
1,54,2,5,8,3,2846918.16666667,2,7,2
1,71,1,6,5,7,8e+05,2,7,0
1,51,2,6,10,5,3066052.83333333,4,7,2
1,41,2,6,10,5,1777032,2,7,2
2,52,4,6,10,7,2008333.33333333,1,7,1
1,60,4,1,4,4,942666.666666667,2,7,2
2,44,5,5,9,3,1386616,3,7,2
1,41,4,6,8,5,1200000,1,7,2
2,67,3,6,9,4,1385000,2,7,2
1,23,2,5,10,5,3306782.66666667,2,7,1
2,39,4,6,10,7,2226865.33333333,4,7,2
1,28,1,6,10,5,2391264,4,7,2
1,58,2,6,8,3,858116,4,7,2
