"P6020","P6040","P5502","P6080","P1895","P8587","I_HOGAR","I_UGASTO","REGION","P8520S1","P8520S1A1","HIJOS"
2,57,3,5,7,5,283333.333333333,283333.333333333,4,1,0,0
1,43,2,5,7,1,1001000,1001000,4,1,1,4
1,23,1,5,7,4,1e+06,1e+06,4,1,0,1
1,30,2,5,8,10,1153616,1153616,4,1,1,2
2,18,5,5,7,NA,342166.666666667,342166.666666667,4,1,1,0
2,46,4,5,7,4,865500,865500,4,1,1,1
1,45,2,1,5,3,1037500,1037500,4,1,0,7
1,20,2,1,7,5,350000,350000,4,1,0,0
1,43,2,1,7,5,564166.666666667,564166.666666667,4,1,0,1
1,33,2,1,6,5,390000,390000,4,1,0,3
2,70,2,1,6,1,650000,650000,4,1,0,0
1,26,2,1,7,3,1e+06,1e+06,4,1,0,2
2,28,4,1,7,NA,705000,705000,4,1,0,3
2,33,2,1,8,NA,405000,405000,4,1,0,3
1,34,2,1,5,5,780000,780000,4,1,0,3
1,49,2,1,5,3,628333.333333333,628333.333333333,4,1,0,5
1,24,2,1,7,3,1e+06,1e+06,4,1,0,2
1,20,2,1,7,4,590000,590000,4,1,0,1
1,27,2,1,6,NA,1149166.66666667,1149166.66666667,4,1,0,3
1,93,3,1,3,1,55000,55000,4,1,0,0
1,54,2,1,5,1,355000,355000,4,1,0,2
1,62,2,1,6,1,1900000,1900000,4,1,0,2
2,25,2,1,7,5,3276666.66666667,3276666.66666667,4,1,0,1
1,28,2,1,7,5,620000,620000,4,1,0,3
1,58,2,1,6,3,1046666.66666667,1046666.66666667,4,1,0,5
1,21,2,5,7,4,1500000,1500000,4,1,0,0
1,31,2,5,8,5,951666.666666667,951666.666666667,4,1,0,2
1,24,2,5,5,5,5e+05,5e+05,4,1,0,1
1,24,1,5,8,5,7e+05,7e+05,4,1,0,1
1,43,2,5,8,4,1467500,1467500,4,1,0,2
1,35,2,5,6,5,710000,710000,4,1,0,3
1,47,4,5,5,3,5e+05,5e+05,4,1,0,0
2,31,2,5,8,5,865000,865000,4,1,0,2
1,58,2,5,7,5,560500,560500,4,1,0,1
2,22,2,5,7,NA,786500,786500,4,1,0,3
2,55,2,5,7,5,6e+05,6e+05,4,1,1,0
1,33,2,5,5,3,1042500,1042500,4,1,0,2
2,19,1,5,8,3,927500,927500,4,1,0,1
2,67,4,6,8,5,3308333.33333333,3308333.33333333,4,1,2,0
2,36,2,5,6,7,6e+05,6e+05,4,1,1,0
1,34,1,5,8,4,1628116,1628116,4,1,1,1
2,56,6,6,10,11,5015500,5015500,4,1,1,0
1,29,5,6,10,13,19325000,19325000,4,1,2,0
1,36,6,6,8,11,1900000,1900000,4,1,1,0
1,54,6,5,10,11,5632449.33333333,5632449.33333333,4,1,1,1
2,66,3,6,10,3,190833.333333333,190833.333333333,4,1,1,0
2,83,3,6,7,3,3e+05,3e+05,4,1,2,0
1,71,2,5,7,3,340000,340000,4,1,0,1
1,40,2,5,10,3,209500,209500,4,1,1,2
2,73,6,5,7,3,25000,25000,4,1,1,1
1,33,2,5,9,4,784000,784000,4,1,1,1
1,63,2,5,7,1,187500,187500,4,1,1,4
2,57,4,5,8,3,930000,930000,4,1,1,2
2,57,4,5,10,3,362000,362000,4,1,1,0
1,39,4,5,10,3,583666.666666667,583666.666666667,4,1,1,2
1,59,2,5,7,3,469333.333333333,469333.333333333,4,1,1,1
2,40,4,5,4,4,218333.333333333,218333.333333333,4,1,1,0
1,36,2,5,5,4,1145000,1145000,4,1,1,3
1,58,2,5,7,3,470000,470000,4,1,1,0
1,36,2,5,10,5,460000,460000,4,1,1,2
1,45,4,6,8,5,4e+05,4e+05,4,1,1,0
2,50,4,5,8,5,780000,780000,4,1,2,1
2,66,4,5,8,4,420000,420000,4,1,1,0
1,57,2,5,8,3,1583333.33333333,1583333.33333333,4,1,1,2
2,63,4,5,7,5,440000,440000,4,1,2,0
2,33,4,6,10,9,341666.666666667,341666.666666667,4,1,1,1
1,34,2,5,9,7,912500,912500,4,1,2,1
2,62,5,5,5,5,1705000,1705000,4,1,1,1
2,30,5,5,8,7,6e+05,6e+05,4,1,1,0
2,35,4,6,7,7,908116,908116,4,1,1,1
2,54,4,6,8,11,2762940,2762940,4,1,2,0
1,40,2,6,8,11,10283333.3333333,10283333.3333333,4,1,2,0
1,61,6,6,10,5,3645833.33333333,3645833.33333333,4,1,2,0
1,59,6,6,9,12,9812500,9812500,4,1,2,0
2,65,4,6,6,3,1648782.66666667,1648782.66666667,4,1,1,2
1,31,5,6,9,11,0,0,4,1,2,0
1,41,2,6,10,4,1703333.33333333,1703333.33333333,4,1,1,1
1,46,4,6,10,3,1e+05,1e+05,4,1,1,0
2,73,4,5,9,3,250000,250000,4,1,1,0
2,22,2,6,8,4,590166.666666667,590166.666666667,4,1,1,2
1,65,1,6,8,3,710000,710000,4,1,1,0
1,61,6,5,10,1,1162500,1162500,4,1,1,0
1,64,6,5,9,4,1495000,1495000,4,1,1,0
1,65,3,5,7,3,240000,240000,4,1,1,0
2,36,4,6,3,3,20333.3333333333,20333.3333333333,4,1,1,3
1,28,5,6,9,5,550000,550000,4,1,2,0
2,41,2,5,10,3,425500,425500,4,1,1,3
1,48,2,5,8,3,948666.666666667,948666.666666667,4,1,1,2
2,44,5,5,7,11,1350000,1350000,4,1,1,0
2,36,4,5,8,1,607000,607000,4,1,8,3
2,44,4,5,9,3,1856630.5,1856630.5,4,1,8,4
2,49,2,5,8,11,2531668.33333333,2531668.33333333,4,1,8,0
1,23,5,5,9,4,3e+05,3e+05,4,1,8,0
2,37,2,5,9,3,1540000,1540000,4,1,8,7
1,30,1,6,3,5,2800000,2800000,4,1,1,0
2,35,2,5,9,3,1182500,1182500,4,1,1,1
2,72,3,5,9,11,2700000,2700000,4,1,1,0
2,33,2,5,7,5,1649782.66666667,1649782.66666667,4,1,1,3
1,38,6,5,9,1,270000,270000,4,1,8,5
1,44,2,5,9,3,705000,705000,4,1,8,2
1,63,5,5,8,1,160000,160000,4,2,NA,0
1,76,6,5,9,3,250000,250000,4,1,8,0
2,58,5,5,9,3,5e+05,5e+05,4,1,8,1
1,44,2,5,9,3,1135000,1135000,4,1,8,0
2,44,2,5,9,3,837500,837500,4,1,8,2
1,43,2,5,8,4,1403000,1403000,4,1,8,4
1,33,2,5,9,3,1080000,1080000,4,2,NA,5
2,41,2,5,9,3,1330000,1330000,4,1,8,4
1,23,5,5,8,4,6e+05,6e+05,4,2,NA,0
1,26,2,1,9,3,250000,250000,4,1,8,2
1,35,2,1,9,4,1108500,1108500,4,1,8,5
2,42,6,1,8,1,1905000,1905000,4,1,8,4
1,35,2,1,9,5,742500,742500,4,1,8,5
1,29,2,1,8,7,1098116,1098116,4,1,8,3
1,56,6,5,9,3,6e+05,6e+05,4,1,8,0
1,60,2,5,9,11,2716165.83333333,2716165.83333333,4,1,8,0
1,60,2,5,8,1,720000,720000,4,1,8,1
1,71,4,5,9,3,1740000,1740000,4,1,8,1
2,25,2,5,9,5,965000,965000,4,1,8,1
2,51,4,5,9,5,953333.333333333,953333.333333333,4,1,8,0
1,29,1,5,9,3,3329905.08333333,3329905.08333333,4,1,1,0
1,60,2,5,9,11,2808263.33333333,2808263.33333333,4,1,1,0
1,73,2,5,8,1,8e+05,8e+05,4,1,1,2
2,28,5,5,8,5,750000,750000,4,1,1,1
2,49,5,5,7,11,6978332.5,6978332.5,4,1,1,0
2,52,2,5,8,5,4655792.33333333,4655792.33333333,4,1,1,3
1,47,2,5,9,5,1185833.33333333,1185833.33333333,4,1,1,6
1,53,6,5,9,5,2200000,2200000,4,1,2,0
2,27,5,5,8,4,3742500,3742500,4,1,1,3
1,28,5,5,9,5,950000,950000,4,1,1,0
2,57,4,5,9,3,1860000,1860000,4,1,1,1
1,53,2,5,9,13,5630950.41666667,5630950.41666667,4,1,1,2
1,25,5,5,8,NA,1400000,1400000,4,1,1,0
1,27,2,6,8,5,1104000,1104000,4,1,1,2
1,37,6,6,9,4,3017000,3017000,4,1,1,3
2,60,5,6,7,4,344000,344000,4,1,1,1
1,48,5,6,8,3,5e+05,5e+05,4,1,9,0
1,35,2,6,6,3,946666.666666667,946666.666666667,4,1,1,3
1,37,6,6,10,5,4267806,4267806,4,1,9,2
1,42,6,6,7,5,967500,967500,4,1,1,2
2,41,3,6,8,3,781500,781500,4,1,9,3
2,28,5,6,8,5,321500,321500,4,1,1,1
2,39,2,6,9,7,882166.666666667,882166.666666667,4,1,1,3
1,28,2,6,8,3,1100000,1100000,4,1,1,2
1,28,2,1,8,5,57000,57000,4,1,1,1
1,36,2,6,8,3,634500,634500,4,1,1,1
2,61,4,6,8,3,583333.333333333,583333.333333333,4,1,1,0
1,32,6,6,9,4,1362425,1362425,4,1,1,3
1,34,6,6,7,5,239000,239000,4,1,1,2
2,63,5,6,3,6,3e+05,3e+05,4,1,1,0
2,35,5,6,8,5,850000,850000,4,1,1,1
1,39,6,6,10,5,1153666.66666667,1153666.66666667,4,1,1,2
2,54,4,6,8,6,1291032,1291032,3,1,3,1
2,48,4,6,10,4,1912000,1912000,3,1,3,1
1,38,2,6,5,4,245000,245000,3,1,3,2
1,55,2,6,10,3,1278333.33333333,1278333.33333333,3,1,3,0
1,59,2,6,8,3,9e+05,9e+05,3,1,2,1
2,82,3,6,9,4,2077648,2077648,3,1,1,1
1,31,4,6,8,7,1328000,1328000,3,1,3,0
2,56,4,5,9,7,3100000,3100000,3,1,3,0
1,43,2,6,10,4,1200000,1200000,3,1,3,2
2,32,5,6,5,9,1727365.33333333,1727365.33333333,3,1,2,0
2,33,5,6,10,11,2833333.33333333,2833333.33333333,3,1,4,0
2,71,4,6,8,4,8830333.33333333,8830333.33333333,3,1,4,0
1,55,6,6,10,5,3538666.66666667,3538666.66666667,3,1,5,0
2,86,3,6,8,4,3241666.66666667,3241666.66666667,3,1,5,1
1,86,6,6,9,5,18470333.3333333,18470333.3333333,3,1,5,2
2,59,3,6,10,3,4e+05,4e+05,3,1,1,0
2,70,4,6,10,3,1001000,1001000,3,1,1,0
1,61,2,6,6,11,3725000,3725000,3,1,3,1
2,49,4,6,9,5,1685000,1685000,3,1,2,1
2,61,2,6,10,3,1250000,1250000,3,1,1,0
1,62,5,6,9,3,1250000,1250000,3,1,0,0
1,39,2,6,8,5,4617500,4617500,3,1,1,0
1,75,2,6,8,3,670000,670000,3,1,0,1
1,42,2,6,8,3,845000,845000,3,1,0,2
1,63,2,6,8,4,1028000,1028000,3,1,1,0
1,25,5,6,8,4,828000,828000,3,1,1,0
2,51,4,6,5,4,1150000,1150000,3,1,1,1
1,56,6,6,7,3,1350000,1350000,3,1,2,1
2,45,5,6,8,NA,1345000,1345000,3,1,2,1
2,30,1,6,9,NA,1200000,1200000,3,1,1,0
1,57,6,6,9,3,640000,640000,3,1,1,1
2,45,4,6,8,7,3e+05,3e+05,3,1,1,1
1,35,2,6,10,4,1180000,1180000,3,1,1,0
1,24,2,6,9,4,720000,720000,3,1,1,1
1,21,2,6,9,5,550000,550000,3,1,1,0
1,40,2,6,5,3,1685000,1685000,3,1,3,2
1,59,6,6,8,1,650000,650000,3,1,2,0
2,53,4,6,9,3,1175000,1175000,3,1,1,0
1,68,3,6,10,4,7e+05,7e+05,3,1,2,0
1,50,2,6,9,4,1482500,1482500,3,1,1,2
1,52,6,6,10,1,1e+06,1e+06,3,1,1,2
1,48,6,1,8,3,1933116,1933116,3,1,1,1
1,49,2,6,10,1,550000,550000,3,2,NA,0
1,47,2,6,10,3,2039532.66666667,2039532.66666667,3,1,0,2
2,30,2,6,10,4,692500,692500,3,1,1,3
2,51,5,6,10,11,3e+06,3e+06,3,1,3,0
1,71,6,6,8,3,1700000,1700000,3,1,2,0
1,69,6,6,10,1,1093333.33333333,1093333.33333333,3,1,2,1
1,69,4,6,10,3,1410000,1410000,3,1,1,0
1,56,6,6,9,4,9e+05,9e+05,3,1,2,0
1,75,6,6,9,3,1328000,1328000,3,1,2,0
1,69,2,6,8,3,920000,920000,3,1,1,2
1,37,2,6,9,1,870000,870000,3,1,1,2
1,70,6,6,10,3,561666.666666667,561666.666666667,3,1,1,0
2,71,3,6,9,3,1600000,1600000,3,1,3,3
1,32,2,6,8,3,632500,632500,3,1,1,2
2,35,4,6,9,NA,1153333.33333333,1153333.33333333,3,1,3,1
2,30,5,6,9,7,2828000,2828000,3,1,3,1
1,38,6,6,10,7,3455750.66666667,3455750.66666667,3,1,3,1
1,40,2,6,9,9,6022032,6022032,3,1,3,1
2,67,3,6,8,3,884000,884000,3,1,3,0
2,81,3,6,8,4,432500,432500,3,1,2,0
2,40,4,6,8,NA,3110000,3110000,3,1,3,1
1,32,2,6,10,11,3732000,3732000,3,1,3,0
2,55,4,6,8,4,5e+05,5e+05,3,1,3,2
1,49,5,6,9,3,2950000,2950000,3,1,3,0
1,53,2,6,9,4,437500,437500,3,1,3,1
1,73,6,6,7,5,533333.333333333,533333.333333333,3,1,2,0
1,61,2,6,9,4,4255481.33333333,4255481.33333333,3,1,2,2
1,81,2,6,8,3,2130333.33333333,2130333.33333333,3,1,2,0
1,39,6,6,8,5,1045000,1045000,3,1,2,2
1,47,2,6,8,11,2783333.33333333,2783333.33333333,3,1,2,2
2,46,4,6,9,12,2692500,2692500,3,1,2,1
2,83,3,6,9,3,2006666.66666667,2006666.66666667,3,1,2,0
1,46,2,6,8,5,1523698.66666667,1523698.66666667,3,1,2,2
1,45,6,6,8,5,1340365.33333333,1340365.33333333,3,1,2,1
1,35,2,6,9,5,1550000,1550000,3,1,2,2
1,44,2,6,10,3,1e+06,1e+06,3,1,2,0
1,41,6,6,8,11,3709532,3709532,3,1,3,0
2,60,4,6,8,5,555000,555000,3,1,3,1
1,47,4,6,8,9,1908333.33333333,1908333.33333333,3,1,3,0
1,33,2,6,8,11,3691666.66666667,3691666.66666667,3,1,3,1
2,45,4,6,5,3,1340000,1340000,3,1,1,1
1,22,2,6,8,4,980000,980000,3,1,2,2
2,41,2,6,8,5,675000,675000,3,1,2,1
1,37,2,6,8,3,1787166.66666667,1787166.66666667,3,1,2,0
1,27,2,6,10,3,1600000,1600000,3,1,1,3
1,41,2,6,10,3,2203000,2203000,3,1,3,2
2,37,2,6,10,4,2843000,2843000,3,1,9,1
1,65,2,6,8,3,1400000,1400000,3,1,9,0
2,69,5,6,8,4,2022000,2022000,3,1,1,1
1,52,2,6,10,3,2e+06,2e+06,3,1,2,0
2,25,5,6,10,5,508333.333333333,508333.333333333,3,1,1,1
1,33,6,6,5,5,960000,960000,3,1,9,1
1,46,4,6,10,5,5869000,5869000,3,1,4,0
1,38,2,6,6,4,1243000,1243000,3,1,9,2
1,48,2,6,10,4,1628000,1628000,3,1,2,0
1,60,4,6,8,5,1144000,1144000,3,1,9,0
1,59,6,6,10,5,12621000,11208333.3333333,3,1,3,0
2,29,2,6,9,5,2185583.33333333,2185583.33333333,3,1,9,2
2,79,3,6,8,4,1591666.66666667,1591666.66666667,3,1,2,1
2,58,6,6,10,3,2197000,2197000,3,1,2,1
1,42,2,6,10,3,2880000,2880000,3,1,9,0
1,55,3,6,7,3,1015000,1015000,3,1,9,1
2,50,4,6,9,3,1750000,1750000,3,1,9,1
1,29,2,6,10,4,1270000,1270000,3,1,9,2
1,70,5,6,10,3,715000,715000,3,1,1,0
1,39,2,6,2,3,995000,995000,3,1,1,1
1,29,2,6,7,5,1387000,1387000,3,1,9,1
1,39,6,6,10,5,1228000,1228000,3,1,1,0
1,80,4,6,10,3,450000,450000,3,1,9,0
2,64,5,6,9,5,4466666.66666667,4466666.66666667,3,1,2,0
2,49,6,6,10,3,1755000,1755000,3,1,3,2
1,47,4,6,10,3,1683333.33333333,1683333.33333333,3,1,2,0
1,42,4,6,10,3,840000,840000,3,1,3,0
2,52,6,6,10,3,1516333.33333333,1516333.33333333,3,1,2,0
2,46,2,6,10,4,1800000,1800000,3,1,1,0
1,24,5,6,10,5,9e+05,9e+05,3,1,9,0
1,56,2,6,10,4,2777166.66666667,2777166.66666667,3,1,1,2
1,74,2,6,8,3,880000,880000,3,1,1,0
1,61,3,6,9,3,1120000,1120000,3,1,1,1
1,70,6,6,9,4,1650000,1650000,3,1,2,0
2,45,4,6,6,5,2214166.66666667,2214166.66666667,3,1,2,4
2,77,3,6,9,3,316666.666666667,316666.666666667,3,1,2,1
1,77,2,6,10,3,1966333.33333333,1966333.33333333,3,1,2,1
2,41,2,6,10,5,2484500,2484500,3,1,2,4
1,38,6,6,9,8,2544083.33333333,2544083.33333333,3,1,2,3
1,51,1,6,9,9,3630000,3630000,3,1,2,2
2,69,3,6,9,3,4251800,4251800,3,1,1,2
1,49,2,6,7,3,840000,840000,3,1,1,1
2,25,4,5,7,3,480000,480000,3,1,1,2
1,32,2,6,7,3,1012500,1012500,3,1,1,0
1,49,6,6,10,3,2962500,2962500,3,1,3,0
1,68,2,6,4,1,1465000,1465000,3,1,1,1
1,37,2,6,8,4,850000,850000,3,1,1,4
1,46,6,6,10,3,1749333.33333333,1749333.33333333,3,1,4,2
1,51,6,6,10,4,1864949.33333333,1864949.33333333,3,1,2,1
2,47,5,6,9,3,1144000,1144000,3,1,2,2
1,31,2,6,9,5,2460800,2460800,3,1,2,1
2,63,5,6,10,1,2460800,2460800,3,1,2,1
1,76,6,6,10,4,1750000,1750000,3,1,2,1
1,50,2,6,8,5,1428116,1428116,3,1,2,0
1,40,4,6,8,5,1500000,1500000,3,1,2,0
1,45,2,6,10,4,1836000,1836000,3,1,2,2
1,36,2,6,10,3,2500500,2500500,3,1,2,2
1,92,2,6,8,3,1150000,1150000,3,1,2,0
2,71,3,6,10,7,1454166.66666667,1454166.66666667,3,1,2,0
1,42,2,6,8,3,1280000,1280000,3,1,2,0
1,33,2,6,10,5,1149782.66666667,1149782.66666667,3,1,2,2
1,77,4,6,7,7,2250000,2250000,3,1,2,0
1,50,2,6,9,3,1053116,1053116,3,1,2,2
1,31,2,6,8,3,8e+05,8e+05,3,1,2,1
1,36,2,6,9,3,1538116,1538116,3,1,2,2
1,63,2,6,10,3,1158000,1158000,3,1,2,0
1,58,2,6,9,3,1644782.66666667,1644782.66666667,3,2,NA,0
1,24,2,6,8,4,2378116,2378116,3,1,2,3
2,49,5,6,9,7,1600000,1600000,3,1,3,0
1,42,6,6,10,1,1090000,1090000,3,1,2,2
2,60,3,1,3,11,850000,850000,3,1,2,0
1,40,6,6,8,3,1265000,1265000,3,1,2,1
1,52,6,6,8,3,771666.666666667,771666.666666667,3,1,2,1
1,35,5,6,10,5,903333.333333333,903333.333333333,3,1,2,0
1,46,2,6,10,3,2397065.33333333,2397065.33333333,3,1,2,1
1,29,2,6,7,5,1228116,1228116,3,1,2,1
1,53,6,6,8,13,7187500,7187500,3,1,4,1
2,73,3,6,8,4,1436449.33333333,1436449.33333333,3,1,1,0
1,53,6,6,8,10,3590730.66666667,3590730.66666667,3,1,2,1
2,32,5,6,10,11,1566666.66666667,1566666.66666667,3,1,3,0
1,45,6,6,9,13,18583333.3333333,18583333.3333333,3,1,4,2
1,64,6,6,8,3,2532500,2532500,3,1,2,1
1,45,6,6,8,5,2240000,2240000,3,1,2,3
2,51,3,6,10,3,6e+05,6e+05,3,1,2,0
2,68,5,6,10,3,6e+05,6e+05,3,1,2,0
1,40,4,6,10,3,6e+05,6e+05,3,1,2,0
1,71,4,6,8,4,2433333.33333333,2433333.33333333,3,1,3,0
2,34,5,6,7,11,5608333.33333333,5608333.33333333,3,1,3,0
2,47,4,6,8,5,2318333.33333333,2318333.33333333,3,1,3,1
2,58,5,6,8,13,5866666.66666667,5866666.66666667,3,1,3,0
2,37,6,6,10,11,7383333.33333333,7383333.33333333,3,1,3,2
1,32,2,6,10,5,1154157.66666667,1154157.66666667,3,1,2,1
2,54,3,6,6,3,1154157.66666667,1154157.66666667,3,1,2,1
2,31,4,6,6,5,1154157.66666667,1154157.66666667,3,1,2,1
1,66,4,6,3,3,679166.666666667,679166.666666667,3,1,1,0
2,54,4,6,8,13,4525000,4525000,3,1,4,1
1,62,6,6,10,11,7e+06,7e+06,3,1,4,0
2,98,3,6,5,5,3600000,3600000,3,1,4,0
2,54,6,6,10,11,6012000,6012000,3,1,4,1
1,38,6,6,9,NA,4875000,4875000,3,1,4,1
2,54,4,6,10,3,160000,160000,3,1,1,0
2,36,5,6,7,9,1228116,1228116,3,1,2,3
2,79,6,6,8,5,2732439.33333333,2732439.33333333,3,1,2,1
2,32,5,6,10,7,1063167.33333333,1063167.33333333,3,1,2,0
1,69,2,6,9,3,3425000,3425000,3,1,2,1
1,33,6,6,5,7,2786449.33333333,2786449.33333333,3,1,2,2
1,91,3,6,9,11,3555500,3555500,3,1,5,0
1,58,6,6,10,10,6541666.66666667,6541666.66666667,3,1,3,1
1,40,6,5,10,5,1900000,1900000,3,1,2,1
1,31,6,6,8,11,3505365.33333333,3505365.33333333,3,1,2,0
1,29,2,6,10,11,3336000,3336000,3,1,2,1
1,73,6,6,7,5,9e+05,9e+05,3,1,2,0
1,35,1,6,10,3,1835000,1835000,3,1,1,0
1,27,6,1,9,4,9e+05,9e+05,3,1,2,1
1,69,6,6,10,3,150000,150000,3,1,2,0
1,63,6,1,9,3,1375000,1375000,3,1,2,0
2,70,3,1,10,3,258333.333333333,258333.333333333,3,1,2,0
1,37,2,6,9,3,1152500,1152500,3,1,2,4
2,72,3,1,10,3,325000,325000,3,1,2,0
1,44,6,6,9,3,9e+05,9e+05,3,1,2,2
2,66,3,1,10,3,258333.333333333,258333.333333333,3,1,2,0
1,42,5,6,8,3,630000,630000,3,1,2,0
2,60,6,1,10,5,1500000,1500000,3,1,2,0
1,72,5,1,10,1,126666.666666667,126666.666666667,3,1,1,0
2,65,6,1,7,3,1000833.33333333,1000833.33333333,3,1,2,0
1,55,6,1,9,3,1100833.33333333,1100833.33333333,3,1,2,0
1,64,5,1,7,3,5e+05,5e+05,3,1,2,0
1,50,4,6,8,3,6e+05,6e+05,3,1,2,1
1,76,3,6,8,3,2324589.5,2324589.5,3,1,2,1
1,57,6,6,10,3,6614500,6614500,3,1,2,1
1,36,2,6,9,3,1288116,1288116,3,1,2,2
1,62,6,1,7,3,8160000,8160000,3,1,2,1
1,38,2,1,7,5,1041116,1041116,3,1,2,0
2,41,2,6,10,3,720000,720000,3,1,2,3
1,52,6,1,7,4,1926666.66666667,1926666.66666667,3,1,2,2
1,51,2,6,8,3,9e+05,9e+05,3,1,1,0
1,51,2,1,5,3,455000,455000,3,1,1,1
1,67,2,6,7,3,350833.333333333,350833.333333333,3,1,1,0
1,35,5,6,8,NA,816666.666666667,816666.666666667,3,1,1,0
2,64,3,1,7,3,2385833.33333333,2385833.33333333,3,1,1,1
2,41,6,6,9,3,1096666.66666667,1096666.66666667,3,1,1,2
2,33,6,1,7,4,600833.333333333,600833.333333333,3,1,1,3
1,34,2,6,9,3,2196666.66666667,2196666.66666667,3,1,1,2
2,52,4,6,10,11,1340166.66666667,1340166.66666667,3,1,2,0
2,32,4,6,9,11,3166666.66666667,3166666.66666667,3,1,2,1
2,66,3,6,9,5,413333.333333333,413333.333333333,3,1,2,2
2,62,6,6,7,5,3800000,3800000,3,1,1,0
1,37,2,1,8,9,2300000,2300000,3,1,1,2
1,32,5,6,10,9,1200000,1200000,3,1,3,0
1,38,4,6,8,11,2745000,2745000,3,1,2,2
1,43,2,5,7,4,3935000,3935000,3,1,2,1
2,69,3,6,10,5,2098454.16666667,2098454.16666667,3,1,3,0
1,43,2,6,10,5,1458333.33333333,1458333.33333333,3,1,3,0
2,62,4,6,7,11,2089000,2089000,3,1,3,0
2,67,4,6,8,4,4e+05,4e+05,3,1,2,0
1,40,4,6,9,7,920833.333333333,920833.333333333,3,1,3,0
1,51,2,1,8,11,2365333.33333333,2365333.33333333,3,1,3,0
1,83,2,6,9,3,1150000,1150000,3,1,2,0
1,63,2,1,7,4,550000,550000,3,1,1,1
2,62,4,6,10,5,725000,725000,3,1,1,0
2,70,3,6,9,3,1281416.66666667,1281416.66666667,3,1,1,2
1,58,2,1,8,3,441666.666666667,441666.666666667,3,1,1,0
1,45,5,6,8,5,980000,980000,3,1,2,0
2,58,5,6,8,3,2022620.83333333,2022620.83333333,3,1,1,1
1,77,2,6,8,3,1088416.66666667,1088416.66666667,3,1,1,1
1,41,5,6,8,3,291666.666666667,291666.666666667,3,1,1,0
1,40,2,6,10,3,0,0,3,1,2,1
1,78,6,6,8,3,796666.666666667,796666.666666667,3,1,1,0
1,66,5,6,10,3,1306666.66666667,1306666.66666667,3,1,1,0
1,71,3,6,10,3,797500,797500,3,1,1,1
1,46,2,6,7,3,680000,680000,3,1,1,1
1,70,3,6,3,1,1e+05,1e+05,3,1,1,0
1,64,2,6,10,3,1362620.83333333,1362620.83333333,3,1,1,1
1,39,1,6,8,3,647500,647500,3,1,1,3
1,53,4,6,10,4,749166.666666667,749166.666666667,3,1,1,0
1,44,6,6,8,3,2280000,2280000,3,1,2,3
2,66,5,6,10,3,680000,680000,3,1,1,0
2,79,3,6,8,3,3134257.33333333,3134257.33333333,3,1,1,1
1,62,4,6,7,3,1500000,1500000,3,1,1,1
1,54,6,6,10,4,940000,940000,3,1,1,0
1,67,6,6,8,3,1640000,1640000,3,1,1,1
1,31,2,6,10,5,1191666.66666667,1191666.66666667,3,1,1,1
1,62,4,6,7,5,7e+05,7e+05,3,1,1,0
1,80,6,6,5,1,1141666.66666667,1141666.66666667,3,1,1,0
1,56,5,6,8,3,241666.666666667,241666.666666667,3,1,1,0
2,62,3,6,8,3,1530000,1530000,3,1,1,1
2,86,3,6,10,3,9e+05,9e+05,3,1,2,0
1,68,3,6,10,3,805000,805000,3,1,2,0
2,94,3,6,10,3,3700000,3700000,3,1,2,0
1,56,6,6,10,3,2278200,2278200,3,1,2,1
2,71,3,6,10,1,1304000,1304000,3,1,2,1
2,66,3,6,10,4,505000,505000,3,1,1,0
2,54,6,6,10,3,2199800,2199800,3,1,2,1
1,77,6,6,10,3,8e+05,8e+05,3,1,1,2
2,29,2,6,10,5,632000,632000,3,1,2,1
1,31,6,6,10,5,1725400,1725400,3,1,2,1
2,46,6,6,10,3,858200,858200,3,1,2,1
1,49,2,6,8,5,956375,956375,3,1,2,0
1,44,2,6,9,5,2361666.66666667,2361666.66666667,3,1,2,2
2,75,3,6,10,3,862700,862700,3,1,2,0
2,63,4,6,9,3,3028200,3028200,3,1,2,1
1,31,2,6,8,5,1842500,1842500,3,1,2,2
1,74,6,6,8,3,1570833.33333333,1570833.33333333,3,1,2,0
2,51,2,6,8,3,5e+05,5e+05,3,1,2,1
1,34,2,1,7,5,1043200,1043200,3,1,2,3
2,55,6,6,10,4,1080000,1080000,3,1,2,1
1,66,6,6,10,3,1180000,1180000,3,1,2,0
2,57,3,6,10,3,505000,505000,3,2,NA,0
1,64,6,6,10,3,8e+05,8e+05,3,1,2,0
2,55,4,6,10,4,8e+05,8e+05,3,1,2,0
2,57,3,6,10,5,3612700,3612700,3,1,2,0
1,66,2,6,6,3,1345000,1345000,3,1,2,0
1,50,2,6,8,5,1500000,1500000,3,1,2,0
1,62,6,6,8,11,4142000,4142000,3,1,2,1
1,36,2,6,8,5,1700000,1700000,3,1,2,1
2,55,3,6,9,3,1173200,1173200,3,1,2,1
2,62,4,6,9,3,625000,625000,3,1,2,0
1,68,2,6,7,3,408333.333333333,408333.333333333,3,1,1,0
1,77,4,6,8,3,435000,435000,3,1,1,0
1,68,3,6,6,1,1805000,1805000,3,1,2,0
1,77,4,6,10,4,1838116,1838116,3,1,2,1
2,70,2,6,10,4,1120000,1120000,3,1,1,0
1,65,6,6,10,13,8005365.33333333,8005365.33333333,3,1,2,1
1,59,4,6,8,9,991666.666666667,991666.666666667,3,1,2,0
1,69,6,6,9,1,756666.666666667,756666.666666667,3,1,0,0
